source,target
0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,8
0,9
0,11
0,13
0,14
0,16
0,17
0,19
0,20
0,26
0,34
0,37
0,38
0,41
0,65
0,70
0,73
0,76
0,80
0,86
0,92
0,104
0,114
0,118
0,121
0,125
0,131
0,141
0,158
0,160
0,168
0,170
0,230
0,239
0,240
0,244
0,249
0,283
0,285
0,300
0,320
0,323
0,353
0,370
0,377
0,380
0,388
0,407
0,425
0,444
0,532
0,534
0,539
0,565
0,572
0,586
0,643
0,650
0,680
0,687
0,696
0,710
0,738
0,749
0,772
0,819
0,836
0,838
0,867
0,870
0,941
0,968
0,970
1,6
1,7
1,12
1,14
1,32
1,34
1,65
1,81
1,117
1,187
1,253
1,284
1,366
1,376
1,597
1,684
1,693
1,734
1,869
1,979
2,6
2,7
2,9
2,10
2,11
2,12
2,14
2,15
2,16
2,17
2,22
2,25
2,27
2,28
2,31
2,37
2,45
2,46
2,50
2,63
2,67
2,69
2,83
2,87
2,94
2,95
2,97
2,102
2,116
2,128
2,134
2,139
2,140
2,148
2,180
2,181
2,201
2,211
2,227
2,232
2,246
2,249
2,283
2,289
2,291
2,292
2,296
2,298
2,347
2,363
2,378
2,380
2,388
2,391
2,396
2,405
2,418
2,431
2,441
2,447
2,459
2,466
2,479
2,482
2,486
2,526
2,601
2,605
2,609
2,647
2,652
2,660
2,663
2,673
2,684
2,733
2,791
2,795
2,860
2,911
2,933
2,939
2,945
2,951
2,966
2,968
2,977
2,981
2,994
3,8
3,10
3,14
3,16
3,18
3,20
3,24
3,33
3,37
3,58
3,72
3,79
3,92
3,93
3,94
3,101
3,106
3,111
3,117
3,118
3,140
3,148
3,152
3,174
3,177
3,181
3,213
3,261
3,269
3,282
3,287
3,307
3,310
3,319
3,337
3,353
3,393
3,395
3,402
3,421
3,429
3,489
3,491
3,505
3,617
3,621
3,693
3,707
3,735
3,792
3,803
3,825
3,851
3,853
3,857
3,883
3,909
3,960
3,999
4,6
4,9
4,10
4,13
4,15
4,16
4,21
4,23
4,26
4,27
4,29
4,39
4,43
4,44
4,52
4,63
4,67
4,95
4,101
4,104
4,138
4,166
4,174
4,195
4,214
4,244
4,264
4,269
4,271
4,297
4,318
4,321
4,389
4,394
4,423
4,433
4,451
4,456
4,464
4,471
4,531
4,549
4,562
4,576
4,661
4,674
4,711
4,715
4,774
4,807
4,861
4,901
4,909
4,926
4,965
4,993
5,6
5,7
5,8
5,10
5,11
5,12
5,13
5,17
5,18
5,20
5,24
5,32
5,34
5,40
5,42
5,43
5,47
5,74
5,82
5,90
5,93
5,112
5,123
5,133
5,158
5,169
5,171
5,200
5,204
5,210
5,211
5,223
5,226
5,247
5,275
5,278
5,287
5,289
5,304
5,309
5,312
5,332
5,385
5,393
5,399
5,435
5,463
5,479
5,547
5,620
5,627
5,645
5,648
5,674
5,684
5,686
5,703
5,715
5,716
5,723
5,754
5,766
5,780
5,816
5,855
5,859
5,882
5,890
5,991
6,7
6,8
6,9
6,10
6,11
6,13
6,14
6,19
6,22
6,29
6,31
6,36
6,45
6,46
6,47
6,48
6,50
6,55
6,60
6,66
6,72
6,73
6,74
6,86
6,92
6,107
6,110
6,111
6,120
6,136
6,145
6,161
6,165
6,172
6,175
6,177
6,192
6,197
6,211
6,217
6,223
6,245
6,283
6,299
6,307
6,317
6,322
6,326
6,337
6,339
6,358
6,383
6,404
6,407
6,435
6,465
6,478
6,484
6,493
6,494
6,502
6,503
6,518
6,544
6,549
6,550
6,553
6,556
6,621
6,624
6,630
6,638
6,646
6,655
6,662
6,700
6,702
6,712
6,724
6,726
6,740
6,744
6,772
6,777
6,789
6,792
6,829
6,834
6,836
6,888
6,911
6,914
6,932
6,933
6,978
6,981
6,984
7,8
7,9
7,12
7,13
7,15
7,18
7,30
7,37
7,40
7,47
7,63
7,71
7,80
7,92
7,105
7,130
7,169
7,171
7,179
7,190
7,215
7,228
7,245
7,258
7,266
7,301
7,302
7,324
7,327
7,372
7,394
7,408
7,409
7,542
7,543
7,570
7,575
7,609
7,610
7,613
7,629
7,669
7,697
7,698
7,705
7,706
7,707
7,763
7,776
7,794
7,807
7,822
7,879
7,916
7,920
7,933
7,979
8,11
8,15
8,18
8,20
8,23
8,26
8,29
8,30
8,32
8,44
8,46
8,54
8,58
8,60
8,78
8,83
8,85
8,100
8,103
8,113
8,114
8,124
8,145
8,146
8,168
8,176
8,190
8,208
8,274
8,303
8,309
8,352
8,421
8,436
8,451
8,471
8,476
8,504
8,515
8,516
8,595
8,614
8,619
8,651
8,754
8,761
8,780
8,832
8,837
8,845
8,849
8,888
9,17
9,21
9,24
9,30
9,41
9,46
9,53
9,71
9,83
9,120
9,142
9,151
9,191
9,216
9,241
9,294
9,300
9,303
9,365
9,431
9,482
9,502
9,524
9,547
9,631
9,647
9,657
9,696
9,769
9,810
9,811
9,898
9,905
9,924
9,994
10,12
10,15
10,17
10,18
10,19
10,24
10,26
10,27
10,31
10,33
10,35
10,38
10,43
10,44
10,59
10,74
10,75
10,76
10,81
10,83
10,88
10,93
10,98
10,107
10,112
10,125
10,131
10,137
10,143
10,145
10,148
10,157
10,182
10,186
10,191
10,203
10,209
10,210
10,213
10,237
10,269
10,310
10,384
10,386
10,410
10,413
10,420
10,434
10,441
10,455
10,457
10,464
10,477
10,506
10,507
10,515
10,529
10,555
10,598
10,602
10,624
10,625
10,632
10,777
10,804
10,808
10,818
10,826
10,866
10,904
10,934
10,935
10,948
10,968
10,975
11,21
11,22
11,23
11,25
11,33
11,42
11,51
11,56
11,68
11,105
11,114
11,126
11,140
11,141
11,149
11,161
11,163
11,173
11,197
11,250
11,276
11,285
11,290
11,298
11,312
11,316
11,350
11,374
11,378
11,389
11,397
11,402
11,423
11,428
11,431
11,434
11,449
11,522
11,597
11,696
11,722
11,730
11,742
11,820
11,844
11,858
11,863
11,878
11,920
11,938
11,944
11,963
11,985
12,21
12,32
12,35
12,61
12,64
12,73
12,97
12,143
12,173
12,196
12,198
12,200
12,203
12,209
12,233
12,236
12,267
12,275
12,311
12,322
12,352
12,360
12,375
12,376
12,392
12,423
12,433
12,489
12,490
12,526
12,537
12,549
12,579
12,598
12,657
12,720
12,764
12,781
12,798
12,803
12,959
12,972
13,16
13,19
13,21
13,22
13,25
13,33
13,34
13,39
13,41
13,42
13,48
13,52
13,53
13,60
13,84
13,94
13,97
13,103
13,113
13,117
13,132
13,139
13,142
13,146
13,156
13,157
13,159
13,162
13,165
13,193
13,207
13,210
13,213
13,217
13,243
13,259
13,265
13,336
13,338
13,368
13,372
13,379
13,419
13,444
13,463
13,488
13,563
13,570
13,588
13,609
13,611
13,670
13,690
13,784
13,800
13,813
13,824
13,852
13,882
13,887
13,914
13,917
13,959
13,992
14,19
14,20
14,28
14,38
14,46
14,50
14,73
14,75
14,85
14,89
14,132
14,148
14,178
14,179
14,182
14,200
14,215
14,221
14,225
14,261
14,274
14,344
14,356
14,378
14,417
14,439
14,453
