source,target
0,1
0,29
0,47
0,80
0,81
0,85
0,88
0,90
0,93
1,11
1,51
1,53
1,55
2,34
2,59
2,66
2,78
3,17
3,49
3,70
3,75
4,30
4,32
4,60
4,84
5,7
5,17
5,65
6,10
6,35
6,83
6,86
7,19
7,51
7,90
8,9
8,63
9,66
10,14
10,15
10,59
10,83
10,94
11,34
11,37
11,61
12,19
12,54
12,72
12,85
13,17
13,28
13,34
13,39
13,41
13,63
13,87
14,16
14,35
14,56
14,58
14,60
15,32
15,44
15,58
15,66
15,72
15,90
16,26
16,30
16,34
16,43
16,53
16,55
16,68
17,20
17,21
17,54
17,69
17,85
17,90
17,95
17,97
18,76
18,94
19,20
19,61
19,66
19,87
19,88
20,36
20,80
21,30
21,75
22,99
23,43
23,63
23,86
24,35
24,44
24,81
24,89
25,32
25,36
25,75
26,45
26,46
26,50
26,57
26,62
26,75
27,28
27,82
28,80
28,88
29,31
29,54
29,55
29,68
30,40
30,50
30,52
30,63
30,69
31,36
32,47
32,72
32,88
32,97
33,37
35,42
35,73
35,87
35,94
35,95
35,99
37,54
37,61
38,47
38,69
40,43
41,44
41,51
41,53
42,74
42,83
43,84
43,87
44,80
44,90
45,47
45,58
45,64
45,96
46,54
46,81
46,83
46,97
47,54
47,70
48,54
48,56
50,54
51,72
51,86
51,90
52,79
53,75
54,57
54,81
54,96
55,64
55,78
56,73
57,88
58,66
58,86
59,91
60,61
60,71
61,74
61,89
63,80
64,93
65,72
66,67
66,69
66,75
66,76
66,85
67,75
67,80
68,72
68,80
68,88
68,90
70,92
71,96
72,90
72,91
73,83
73,92
74,87
74,92
75,91
76,99
77,81
77,90
78,84
78,88
80,82
80,86
82,98
84,98
86,87
87,98
91,98
93,96
98,99
