source,target
0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,8
0,9
0,10
0,13
0,14
0,15
0,20
0,22
0,25
0,26
0,27
0,29
0,31
0,32
0,33
0,39
0,48
0,51
0,54
0,62
0,64
0,67
0,76
0,81
0,96
0,97
0,98
1,9
1,16
1,20
1,27
1,28
1,58
1,74
1,93
2,6
2,7
2,8
2,10
2,22
2,35
2,53
3,6
3,10
3,13
3,18
3,19
3,24
3,31
3,39
3,43
3,45
3,47
3,51
3,58
3,78
3,92
3,94
4,6
4,7
4,8
4,10
4,11
4,12
4,14
4,20
4,22
4,23
4,24
4,25
4,27
4,33
4,37
4,39
4,41
4,52
4,89
4,94
4,99
5,6
5,7
5,9
5,11
5,12
5,15
5,25
5,30
5,39
5,46
5,48
5,52
5,53
5,63
5,68
6,7
6,8
6,9
6,11
6,13
6,16
6,18
6,19
6,21
6,32
6,43
6,46
6,47
6,55
6,57
6,60
6,74
6,85
6,91
6,92
6,93
7,8
7,9
7,10
7,12
7,15
7,16
7,20
7,21
7,26
7,31
7,32
7,35
7,36
7,41
7,45
7,53
7,56
7,59
7,61
7,63
7,66
7,67
7,72
7,83
7,87
7,88
7,99
8,11
8,13
8,17
8,23
8,24
8,25
8,28
8,30
8,35
8,38
8,40
8,44
8,46
8,48
8,50
8,58
8,62
8,64
8,65
8,75
8,76
8,90
8,92
8,99
9,14
9,16
9,18
9,22
9,29
9,31
9,32
9,33
9,36
9,37
9,40
9,41
9,42
9,47
9,50
9,54
9,59
9,61
9,83
9,97
10,11
10,12
10,14
10,16
10,21
10,27
10,29
10,34
10,36
10,40
10,55
10,60
10,69
10,71
10,75
10,81
10,86
10,87
10,96
11,12
11,13
11,15
11,17
11,19
11,24
11,33
11,34
11,35
11,37
11,41
11,44
11,45
11,49
11,53
11,55
11,65
11,79
11,82
11,83
11,89
12,14
12,15
12,18
12,20
12,22
12,52
12,76
12,91
13,17
13,18
13,19
13,23
13,37
13,38
13,47
13,61
13,79
13,93
14,17
14,26
14,28
14,29
14,30
14,34
14,36
14,37
14,41
14,42
14,43
14,63
14,68
14,80
14,86
14,95
15,17
15,19
15,21
15,23
15,60
15,71
15,73
15,75
15,80
15,82
15,87
15,95
15,97
16,25
16,44
16,76
16,78
17,27
17,38
17,57
18,26
18,38
18,63
18,93
19,21
19,24
19,31
19,33
19,39
19,46
19,48
19,67
19,70
19,77
19,78
19,82
19,84
20,28
20,54
20,68
20,83
20,90
21,59
21,85
22,23
22,42
22,44
22,47
22,54
22,56
22,80
22,92
22,97
23,26
23,34
23,42
23,51
23,66
23,71
24,28
24,34
24,52
24,65
24,69
24,74
24,79
25,36
25,49
25,70
25,72
26,29
26,30
26,49
26,51
26,57
26,72
27,30
27,64
27,70
27,95
28,65
28,83
28,88
28,89
29,38
29,58
29,73
29,88
30,32
30,35
30,40
30,52
30,66
30,67
30,70
30,77
30,85
30,89
31,46
31,48
32,63
32,96
33,43
33,54
33,56
34,40
34,44
34,45
34,49
34,64
34,68
34,69
34,91
35,42
35,43
35,53
35,59
35,81
35,91
36,50
36,58
36,68
36,82
39,69
39,85
40,55
40,73
40,88
41,45
41,99
42,61
42,62
42,81
43,50
43,72
43,81
44,50
44,61
44,62
44,66
44,90
45,56
46,73
46,88
46,94
47,49
47,57
47,66
47,72
47,94
48,60
48,93
49,55
49,74
49,82
49,87
49,90
50,51
50,60
50,64
50,79
51,56
51,57
51,95
52,80
53,99
54,71
54,92
56,59
56,75
57,67
57,74
57,96
58,78
60,70
61,62
61,77
61,79
61,96
62,71
64,65
64,73
64,78
64,91
65,69
65,84
65,85
67,86
68,89
68,95
69,98
70,77
71,77
71,97
73,75
73,76
75,86
75,98
77,94
78,80
78,86
78,90
78,98
79,84
80,84
81,84
81,87
90,98
