source,target
0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,8
0,9
0,10
0,11
0,12
0,13
0,15
0,16
0,18
0,22
0,24
0,25
0,26
0,27
0,29
0,33
0,34
0,35
0,38
0,47
0,48
0,51
0,56
0,58
0,60
0,65
0,70
0,71
0,74
0,76
0,77
0,83
0,85
0,88
0,89
0,96
0,99
0,102
0,104
0,105
0,106
0,107
0,108
0,110
0,121
0,122
0,131
0,136
0,143
0,145
0,150
0,155
0,157
0,158
0,163
0,173
0,180
0,182
0,184
0,188
0,196
0,197
1,6
1,7
1,8
1,9
1,23
1,26
1,29
1,33
1,63
1,68
1,102
1,129
1,155
1,183
2,6
2,7
2,8
2,13
2,14
2,15
2,17
2,19
2,20
2,23
2,24
2,25
2,26
2,30
2,33
2,40
2,48
2,49
2,53
2,56
2,63
2,66
2,70
2,96
2,106
2,137
2,169
2,195
3,6
3,8
3,11
3,13
3,16
3,18
3,43
3,67
3,68
3,80
3,83
3,106
3,114
3,160
3,182
3,185
4,74
5,6
5,7
5,10
5,25
5,122
5,168
6,7
6,9
6,10
6,12
6,13
6,14
6,17
6,20
6,22
6,28
6,30
6,31
6,37
6,47
6,49
6,55
6,57
6,58
6,70
6,71
6,75
6,79
6,86
6,87
6,89
6,90
6,94
6,122
6,131
6,133
6,138
6,151
6,162
6,170
6,182
7,8
7,9
7,11
7,12
7,14
7,15
7,19
7,24
7,26
7,37
7,39
7,42
7,44
7,54
7,56
7,57
7,72
7,82
7,98
7,100
7,111
7,120
7,138
7,144
7,146
7,147
7,156
7,163
7,178
7,188
7,190
8,9
8,10
8,11
8,13
8,14
8,16
8,19
8,23
8,26
8,27
8,29
8,31
8,34
8,36
8,38
8,41
8,50
8,67
8,69
8,75
8,77
8,80
8,81
8,84
8,102
8,108
8,109
8,115
8,127
8,135
8,140
8,144
8,152
8,153
8,155
8,179
9,10
9,14
9,15
9,17
9,20
9,34
9,39
9,40
9,98
9,103
9,113
9,142
9,146
9,149
9,175
9,182
9,187
9,194
10,11
10,12
10,15
10,16
10,17
10,18
10,19
10,21
10,23
10,25
10,31
10,40
10,41
10,43
10,44
10,45
10,52
10,65
10,69
10,82
10,91
10,121
10,123
10,124
10,126
10,127
10,128
10,133
10,152
10,156
10,168
10,184
10,194
10,198
11,12
11,19
11,21
11,29
11,31
11,36
11,47
11,53
11,62
11,64
11,72
11,83
11,90
11,94
11,95
11,100
11,105
11,125
11,130
11,136
11,164
11,168
11,171
11,175
11,177
11,190
12,21
12,29
12,32
12,33
12,37
12,43
12,47
12,56
12,62
12,79
12,85
12,93
12,109
12,127
12,178
12,179
12,185
13,16
13,23
13,32
13,42
13,67
13,111
13,119
13,135
13,188
13,193
13,197
14,18
14,34
14,41
14,60
14,76
14,115
14,144
14,195
15,17
15,18
15,27
15,28
15,32
15,40
15,54
15,59
15,61
15,71
15,73
15,76
15,82
15,86
15,97
15,107
15,132
16,20
16,21
16,22
16,24
16,27
16,28
16,45
16,67
16,117
16,124
16,130
16,137
16,161
16,163
16,164
16,167
16,171
16,172
16,181
16,183
16,186
17,21
17,24
17,30
17,32
17,35
17,36
17,40
17,43
17,51
17,52
17,55
17,60
17,67
17,68
17,72
17,78
17,79
17,91
17,95
17,109
17,115
17,132
17,135
17,165
17,169
17,185
17,189
17,191
17,195
18,22
18,39
18,51
18,54
18,58
18,59
18,61
18,69
18,78
18,83
18,93
18,151
18,158
18,167
18,170
18,185
18,186
18,193
18,196
19,20
19,22
19,25
19,36
19,37
19,65
19,66
19,68
19,80
19,86
19,89
19,96
19,108
19,118
19,123
19,136
19,147
19,152
19,158
19,162
19,167
19,183
19,184
20,56
20,59
20,78
20,164
21,42
21,45
21,46
21,49
21,50
21,73
22,30
22,32
22,42
22,50
22,63
22,64
22,95
22,97
22,104
22,119
22,128
22,133
22,158
22,160
22,174
23,28
23,33
23,42
23,74
23,76
23,85
23,108
23,140
23,149
23,157
23,173
24,30
24,35
24,44
24,53
24,58
24,69
24,93
24,97
24,99
24,101
24,110
24,112
24,136
24,166
24,191
25,70
25,79
25,107
25,154
26,27
26,52
26,59
26,69
26,77
26,103
26,116
26,159
26,198
27,28
27,38
27,39
27,41
27,46
27,57
27,72
27,74
27,98
27,115
27,116
27,119
27,130
27,137
27,148
28,47
28,51
28,64
28,87
28,111
29,52
29,70
29,80
29,91
29,140
29,147
29,175
30,31
30,34
30,44
30,46
30,48
30,51
30,61
30,66
30,79
30,84
30,88
30,115
30,121
30,125
30,144
30,151
30,180
30,198
31,64
31,73
31,91
31,120
31,141
31,152
31,180
31,183
31,192
32,35
32,55
32,85
32,120
32,133
32,143
32,147
33,35
33,37
33,38
33,41
33,50
33,68
33,71
33,78
33,88
33,89
33,94
33,110
33,117
33,122
33,126
33,132
33,138
33,187
34,66
34,97
34,101
34,105
34,116
35,36
35,38
35,39
35,64
35,66
35,103
35,119
35,123
35,135
36,45
36,54
36,60
36,74
36,90
36,96
36,98
36,106
36,174
36,179
36,181
37,76
37,102
37,184
38,199
39,46
39,87
39,90
39,97
39,122
39,149
39,152
40,110
40,134
40,177
41,46
41,48
41,53
41,73
41,77
41,82
41,92
41,113
41,131
42,43
42,45
42,49
42,55
42,107
42,110
42,125
42,150
42,166
43,44
43,53
43,84
43,134
43,154
43,175
44,48
44,49
44,62
44,107
44,125
44,127
44,174
45,50
45,52
45,60
45,65
45,72
45,84
45,92
45,120
45,128
45,129
45,143
45,144
45,166
45,189
46,103
47,102
47,126
47,136
47,142
47,172
47,179
48,54
48,112
48,118
49,57
49,62
49,71
49,87
49,88
49,139
49,157
49,159
50,75
50,116
51,91
51,99
51,125
51,153
51,161
51,192
52,174
53,55
53,59
53,63
53,87
53,101
53,112
53,176
54,77
54,146
55,57
55,58
55,105
55,114
55,137
55,172
55,184
55,197
56,61
56,92
56,104
56,156
56,168
57,61
57,160
57,176
57,180
58,121
58,129
58,135
58,192
59,65
59,114
60,62
60,81
60,129
60,145
60,153
61,75
61,93
61,101
61,103
61,108
61,124
61,138
61,141
61,155
61,171
61,179
62,63
62,88
62,99
62,100
62,133
62,139
62,141
62,145
62,154
62,156
63,101
63,104
63,161
64,75
64,78
64,94
64,98
64,117
65,123
65,126
67,73
67,81
67,109
67,181
67,187
69,85
69,100
69,112
69,192
69,193
70,197
71,80
71,109
71,114
71,128
71,157
73,95
73,113
73,140
73,170
74,90
74,94
74,95
74,104
74,106
74,111
74,150
75,84
75,153
75,173
76,81
76,149
76,170
76,191
76,199
77,86
78,81
78,177
78,196
79,82
79,83
79,161
79,190
80,134
80,160
80,169
80,191
81,182
82,116
82,167
82,196
83,86
83,93
83,187
84,113
84,118
84,141
84,142
84,159
85,112
85,137
85,199
86,89
86,92
86,113
86,142
86,148
87,92
87,120
87,146
87,151
87,156
88,148
88,150
89,117
89,124
89,142
89,181
90,131
92,96
92,100
93,132
94,105
94,124
94,130
94,140
95,199
96,99
96,111
96,118
96,168
97,162
97,185
98,190
