source,target
0,39
0,78
0,69
0,46
0,75
0,47
1,21
1,82
1,63
1,58
1,93
2,69
2,60
2,74
2,39
3,15
3,39
3,96
3,93
4,39
4,71
4,7
4,64
5,46
5,74
5,40
5,96
5,72
6,71
6,70
6,45
7,96
7,10
7,43
7,19
8,39
8,52
8,38
9,71
9,96
9,39
9,23
9,31
10,39
10,18
10,71
10,17
11,12
11,96
11,89
11,37
12,82
12,54
12,17
12,95
13,96
13,86
13,77
14,96
14,39
14,79
15,29
15,71
15,81
15,28
16,49
16,63
16,94
16,59
16,80
17,62
17,26
17,31
18,39
18,85
18,42
18,24
19,63
19,62
19,20
19,24
20,39
20,27
20,35
20,78
21,41
21,34
21,90
21,48
22,48
22,39
22,54
23,98
23,39
23,46
23,68
24,68
24,75
24,53
25,44
25,97
25,96
25,71
25,76
26,67
26,66
26,64
26,39
27,78
27,96
27,49
27,93
28,59
28,43
28,39
28,81
28,48
29,97
29,87
29,51
29,32
30,79
30,33
30,63
30,61
30,96
31,61
31,39
31,60
32,96
32,72
32,95
32,65
33,98
33,95
33,39
33,97
34,85
34,94
34,39
34,83
35,96
35,69
35,38
35,67
36,91
36,99
36,55
36,73
36,96
37,96
37,41
37,83
37,92
38,54
38,96
38,80
39,92
39,45
39,87
39,71
39,63
39,75
39,66
39,91
39,43
39,46
39,76
39,41
39,95
39,72
39,56
39,81
39,86
39,55
39,96
39,70
39,77
39,88
39,83
39,54
40,94
40,88
40,46
40,59
41,57
41,76
41,66
41,46
41,86
41,71
41,89
42,43
42,47
42,96
42,74
43,96
44,47
44,71
44,61
44,49
45,96
45,71
46,78
46,53
46,96
46,65
46,84
46,80
47,96
47,73
48,49
48,61
49,50
50,95
50,67
50,96
51,96
51,91
51,64
51,67
52,96
52,71
52,83
53,88
53,96
53,82
54,96
55,65
55,75
55,62
56,60
56,71
56,85
56,72
57,96
57,70
57,87
57,74
58,71
58,96
58,62
59,81
59,89
60,65
60,97
61,98
62,88
62,92
62,71
64,78
64,98
65,71
66,73
66,72
67,92
68,90
68,82
68,96
69,81
69,79
70,77
70,94
71,96
71,99
71,77
71,79
71,90
73,87
73,96
74,84
76,90
76,96
77,93
77,89
79,84
80,96
80,99
82,92
83,96
83,99
84,96
84,86
85,96
86,90
87,96
88,93
89,96
91,96
94,98
97,99
