source,target
0,1
0,4
0,5
0,6
0,7
0,9
0,11
0,14
0,15
0,16
0,17
0,18
0,19
1,2
1,3
1,4
1,5
1,6
1,7
1,9
1,10
1,11
1,12
1,13
1,14
1,15
1,19
2,3
2,4
2,5
2,6
2,7
2,8
2,10
2,11
2,12
2,13
2,14
2,15
3,4
3,6
3,7
3,8
3,9
3,10
3,11
3,13
3,14
3,15
3,16
3,18
4,6
4,7
4,12
4,13
4,14
4,16
4,17
4,18
4,19
5,6
5,8
5,10
5,11
5,14
5,16
5,17
5,18
5,19
6,7
6,8
6,9
6,10
6,11
6,13
6,14
6,16
6,17
6,18
6,19
7,10
7,13
7,15
7,18
7,19
8,9
8,10
8,13
8,14
8,15
8,16
8,17
8,18
9,10
9,11
9,13
9,16
9,17
9,18
9,19
10,11
10,12
10,13
10,14
10,15
10,17
10,18
10,19
11,13
11,14
11,16
11,18
11,19
12,13
12,14
12,15
12,17
12,18
12,19
13,14
13,15
13,16
13,17
13,18
13,19
14,15
14,16
14,17
14,19
15,16
15,17
16,17
16,18
17,18
17,19
18,19
20,21
20,24
20,25
20,26
20,31
20,32
20,33
20,35
20,36
20,37
20,38
20,39
21,22
21,23
21,24
21,25
21,26
21,28
21,29
21,31
21,33
21,34
21,35
21,36
21,37
21,38
22,23
22,25
22,27
22,28
22,29
22,30
22,32
22,33
22,34
22,35
22,39
23,24
23,26
23,30
23,31
23,33
23,34
23,35
23,37
23,38
23,39
24,25
24,27
24,28
24,31
24,33
24,34
24,39
25,26
25,28
25,32
25,33
25,34
25,35
25,36
25,37
25,38
25,39
26,27
26,28
26,29
26,31
26,32
26,33
26,35
26,36
26,37
26,38
26,39
27,28
27,29
27,32
27,33
27,35
27,36
27,37
27,38
28,30
28,31
28,32
28,33
28,34
28,35
28,37
28,38
29,31
29,32
29,33
29,34
29,35
29,37
29,38
29,39
30,31
30,34
30,35
30,36
30,37
30,38
30,39
31,32
31,33
31,34
31,35
31,36
31,37
31,38
32,33
32,34
32,35
32,36
32,37
32,38
33,34
33,35
33,36
33,37
33,38
34,35
34,38
34,39
35,36
35,37
35,38
35,39
36,37
36,38
37,38
38,39
40,41
40,42
40,43
40,47
40,48
40,52
40,53
40,55
40,58
41,43
41,45
41,47
41,49
41,50
41,52
41,53
41,56
41,57
41,58
41,59
42,43
42,44
42,48
42,49
42,50
42,51
42,52
42,54
42,55
42,56
42,58
42,59
43,44
43,46
43,49
43,50
43,52
43,53
43,58
43,59
44,46
44,47
44,49
44,50
44,51
44,52
44,53
44,54
44,55
44,56
44,58
45,46
45,47
45,49
45,51
45,53
45,55
45,57
45,58
46,47
46,48
46,49
46,50
46,51
46,52
46,54
46,55
46,58
46,59
47,48
47,49
47,50
47,51
47,52
47,53
47,56
47,57
47,58
48,49
48,50
48,55
48,56
48,59
49,50
49,51
49,54
49,55
49,56
50,51
50,52
50,53
50,54
50,59
51,55
51,56
51,57
51,59
52,53
52,54
52,55
52,56
52,57
52,58
52,59
53,55
53,57
53,58
54,55
54,56
54,57
54,59
55,57
55,58
55,59
56,57
56,58
56,59
57,58
58,59
60,61
60,63
60,64
60,67
60,69
60,70
60,71
60,73
60,74
60,75
60,76
60,77
60,78
60,79
61,62
61,63
61,64
61,65
61,66
61,68
61,69
61,70
61,71
61,72
61,73
61,74
61,75
61,76
61,77
61,78
61,79
62,63
62,64
62,65
62,66
62,68
62,69
62,72
62,73
62,76
62,77
62,78
62,79
63,64
63,65
63,66
63,68
63,69
63,72
63,73
63,74
63,75
63,76
63,77
63,78
63,79
64,65
64,66
64,67
64,68
64,69
64,71
64,72
64,74
64,75
64,76
64,77
64,79
65,66
65,67
65,68
65,69
65,70
65,71
65,73
65,74
65,75
65,76
65,77
65,78
65,79
66,67
66,68
66,70
66,71
66,72
66,74
66,75
66,79
67,68
67,69
67,71
67,72
67,73
67,75
67,76
67,77
67,78
67,79
68,69
68,70
68,71
68,72
68,73
68,74
68,75
68,76
68,77
68,78
68,79
69,71
69,73
69,74
69,76
69,77
69,78
69,79
70,74
70,77
70,78
71,72
71,74
71,76
71,77
71,78
72,73
72,74
72,75
72,77
72,79
73,74
73,75
73,76
73,78
73,79
74,76
74,77
74,79
75,76
75,78
75,79
76,77
76,79
77,78
80,81
80,82
80,83
80,85
80,86
80,89
80,91
80,93
80,94
80,96
80,97
81,82
81,83
81,84
81,85
81,86
81,87
81,89
81,90
81,91
81,93
81,94
81,95
81,96
81,97
82,83
82,84
82,87
82,88
82,89
82,90
82,94
82,95
82,98
83,85
83,86
83,87
83,88
83,89
83,91
83,92
83,93
83,94
83,96
83,97
83,99
84,85
84,86
84,87
84,88
84,89
84,90
84,92
84,93
84,94
84,95
84,96
84,97
84,99
85,86
85,87
85,89
85,90
85,91
85,93
85,95
85,96
85,97
85,98
85,99
86,87
86,89
86,90
86,91
86,92
86,93
86,94
86,95
86,98
86,99
87,88
87,89
87,90
