source,target
0,23
0,85
0,464
0,19
0,204
1,309
1,85
1,23
1,311
1,20
2,20
2,85
2,333
2,23
3,467
3,471
3,418
3,460
3,85
4,310
4,399
4,23
4,14
4,118
4,460
4,324
4,470
4,17
4,28
5,20
5,278
5,170
5,333
5,23
6,348
6,20
6,77
6,23
6,126
7,85
7,20
7,151
8,488
8,23
8,199
8,194
8,209
9,493
9,23
9,422
9,464
10,14
10,230
10,23
10,316
10,352
11,85
11,23
11,20
11,479
12,489
12,460
12,126
12,81
12,199
13,324
13,30
13,460
13,359
13,484
14,275
14,478
14,483
14,322
14,20
14,213
14,85
14,460
14,227
14,30
14,23
14,111
14,203
14,414
14,160
14,348
14,185
14,423
14,298
14,341
14,350
14,200
14,352
14,484
14,125
14,379
15,315
15,455
15,30
15,56
15,20
16,199
16,457
16,176
16,231
16,85
17,327
17,59
17,23
17,20
18,163
18,464
18,20
18,49
18,23
19,23
19,333
19,20
19,354
20,482
20,163
20,85
20,200
20,291
20,346
20,99
20,469
20,260
20,23
20,428
20,110
20,178
20,241
20,386
20,236
20,460
20,43
20,185
20,485
20,167
20,55
20,411
20,30
20,321
20,199
20,151
20,409
20,218
20,100
20,262
20,26
20,424
20,412
20,327
20,458
20,75
20,406
20,76
20,477
20,422
20,215
20,379
20,445
20,333
20,101
20,374
20,63
20,147
20,383
20,456
20,21
20,342
20,478
20,257
20,497
20,418
20,443
20,467
20,435
20,484
20,373
20,296
20,140
20,316
20,434
20,106
20,98
20,180
20,145
20,79
20,234
20,331
20,179
20,392
20,187
20,245
20,52
20,37
20,389
20,472
20,188
20,308
20,57
20,371
20,430
20,447
20,133
20,415
20,292
20,87
20,130
20,332
20,150
20,323
20,249
20,493
20,384
20,400
20,480
20,73
20,210
20,315
20,72
20,198
20,310
20,86
20,288
20,403
20,317
20,278
20,171
20,35
20,48
20,251
20,312
20,206
20,314
20,29
20,496
20,423
20,285
20,375
20,146
20,233
20,378
20,125
20,216
20,307
20,118
20,165
20,95
20,420
20,464
20,162
20,60
20,322
20,220
20,431
20,265
20,69
20,250
20,364
20,259
20,196
20,359
20,290
20,108
20,432
20,336
20,479
20,190
20,122
20,368
20,115
20,306
20,107
20,281
20,82
20,357
20,183
20,330
20,93
20,345
20,319
20,264
20,34
20,65
20,348
20,270
20,156
20,372
20,358
20,393
20,300
20,195
20,408
20,22
20,471
20,104
20,124
20,242
20,405
20,486
20,152
20,226
20,24
20,248
20,488
20,211
20,224
20,127
20,398
20,205
20,184
20,246
20,83
20,286
20,442
20,103
20,39
20,58
20,466
20,169
20,102
20,61
20,362
20,487
20,448
20,366
20,426
20,256
20,192
20,326
20,78
20,263
20,338
20,177
20,289
20,376
20,318
20,450
20,223
20,66
20,168
20,193
20,74
20,131
20,465
20,222
20,225
20,350
20,240
20,349
20,390
20,347
20,45
20,261
20,31
20,340
20,129
20,438
20,191
20,387
20,335
20,166
20,117
20,388
20,217
20,499
20,429
20,237
20,254
20,81
20,293
20,352
20,144
20,367
20,54
20,377
20,123
20,360
20,121
20,84
20,427
21,194
21,30
21,23
21,83
21,193
22,36
22,322
22,398
22,23
23,465
23,85
23,399
23,70
23,140
23,83
23,460
23,426
23,183
23,366
23,121
23,215
23,425
23,41
23,126
23,227
23,92
23,67
23,150
23,478
23,281
23,160
23,310
23,322
23,400
23,277
23,177
23,332
23,333
23,163
23,309
23,430
23,397
23,185
23,30
23,494
23,75
23,231
23,209
23,312
23,52
23,153
23,326
23,179
23,270
23,452
23,375
23,196
23,365
23,97
23,101
23,305
23,382
23,266
23,78
23,110
23,148
23,235
23,468
23,64
23,169
23,178
23,199
23,293
23,471
23,324
23,44
23,108
23,68
23,470
23,156
23,172
23,464
23,289
23,438
23,349
23,480
23,417
23,294
23,161
23,173
23,263
23,387
23,390
23,247
23,348
23,91
23,149
23,268
23,469
23,269
23,105
23,154
23,61
23,129
23,453
23,184
23,71
23,487
23,170
23,344
23,47
23,66
23,381
23,441
23,262
23,388
23,246
23,116
23,274
23,201
23,363
23,342
23,208
23,316
23,213
23,306
23,93
23,265
23,39
23,384
23,450
23,174
23,357
23,27
23,493
23,267
23,251
23,217
23,115
23,422
23,436
23,455
23,376
23,164
23,339
23,111
23,297
23,114
23,219
23,186
23,229
23,24
23,223
23,28
23,284
23,386
23,317
23,120
23,216
23,459
23,230
23,94
23,194
23,38
23,498
23,181
23,404
23,271
23,456
23,32
23,313
23,86
23,96
23,444
23,276
23,421
23,134
23,138
23,243
23,102
23,45
23,189
23,347
23,80
23,337
23,132
23,391
23,237
23,440
23,35
23,475
23,90
23,352
23,409
23,176
23,145
23,232
23,253
23,291
23,318
23,272
23,100
23,412
23,474
23,490
23,405
23,410
23,300
23,320
23,218
23,328
23,55
23,143
23,341
23,155
23,429
23,446
23,117
23,359
23,79
23,383
23,182
23,290
23,314
23,336
23,401
23,331
23,477
23,302
23,167
23,58
23,371
23,222
23,435
23,139
23,463
23,240
23,437
23,109
23,74
23,207
23,73
23,136
23,234
23,198
23,192
23,420
23,130
23,431
23,304
23,395
23,42
23,377
23,449
23,142
23,479
23,419
23,496
23,296
23,278
24,319
24,288
24,85
25,416
25,65
25,85
25,103
25,66
26,319
26,85
26,154
26,426
27,67
27,460
27,52
27,30
28,85
28,460
28,348
29,30
29,460
29,85
29,438
30,477
30,321
30,478
30,437
30,447
30,460
30,59
30,52
30,129
30,220
30,85
30,333
30,453
30,375
30,224
30,275
30,417
30,288
30,221
30,462
30,356
30,140
30,440
30,302
30,328
30,78
30,350
30,313
30,324
30,341
30,484
30,371
30,50
30,378
30,392
30,46
30,331
30,491
30,312
30,379
30,134
30,34
30,181
30,496
30,219
30,238
30,360
30,208
30,56
30,439
30,178
30,352
30,280
30,380
30,373
30,261
30,90
31,348
31,493
31,92
31,460
32,85
32,456
32,413
32,142
33,203
33,460
33,237
33,163
33,220
34,333
34,460
34,85
35,58
35,437
35,116
36,478
36,50
36,198
36,314
37,463
37,478
37,381
37,333
37,163
37,59
37,460
38,494
38,96
38,120
38,389
39,85
39,381
39,418
39,365
39,249
39,460
40,420
40,159
40,52
40,329
40,375
41,495
41,179
41,311
42,464
42,306
42,78
42,163
43,460
43,213
43,95
43,178
44,85
44,68
44,64
44,460
45,85
45,466
45,433
46,154
46,288
46,163
46,153
47,310
47,52
47,455
48,499
48,126
48,225
48,464
49,460
49,192
49,85
49,87
50,436
50,140
50,163
51,68
51,394
51,85
51,478
51,143
52,338
52,288
52,61
52,367
52,201
52,291
52,85
52,348
