source,target
0,12
0,67
0,232
0,261
0,319
0,352
0,476
1,28
1,67
1,99
1,125
1,171
1,216
1,244
1,294
1,381
1,440
2,50
2,88
2,126
2,131
2,185
2,311
2,438
2,484
2,498
3,29
3,74
3,147
3,222
3,236
3,281
3,284
3,298
3,325
4,126
4,232
4,233
4,301
4,308
4,476
5,115
5,124
5,145
5,219
5,236
5,433
6,22
6,113
6,135
6,277
7,113
7,205
7,248
7,287
8,89
8,117
8,120
8,214
8,243
8,268
9,156
9,227
10,37
10,50
10,126
10,136
11,30
11,39
11,84
11,158
11,208
11,226
11,275
11,415
12,44
12,57
12,146
12,214
12,462
13,29
13,83
13,299
13,442
14,138
14,157
14,170
14,189
14,205
14,262
14,317
14,406
15,22
15,211
15,257
15,323
15,405
15,407
15,455
15,474
16,180
16,186
16,195
16,214
16,282
16,384
16,498
17,94
17,230
17,283
17,298
17,358
17,413
17,450
17,457
18,83
18,366
18,388
18,391
18,440
19,92
19,308
19,309
19,440
20,82
20,148
20,162
20,190
20,192
20,432
20,435
20,478
21,109
21,134
21,274
21,369
22,105
22,154
22,198
22,333
23,132
23,335
23,354
24,34
24,276
24,336
24,407
24,415
25,38
25,78
25,105
25,237
25,346
26,38
26,156
26,159
26,289
26,295
26,383
26,464
27,87
27,203
27,204
27,229
27,249
27,262
27,287
27,405
27,462
27,487
28,80
28,130
28,168
28,267
28,335
28,364
28,393
29,56
29,100
29,129
29,165
29,279
29,384
30,112
30,253
31,104
31,159
31,265
31,286
31,356
31,389
31,426
32,80
32,81
32,90
32,118
32,156
32,269
32,329
32,482
33,38
33,42
33,93
33,106
33,162
33,190
33,297
33,312
33,376
34,139
34,198
34,241
34,292
35,47
35,150
35,347
36,137
36,162
36,241
36,274
36,294
36,302
36,368
36,423
37,54
37,189
37,308
37,382
37,457
37,478
38,236
38,244
38,339
38,423
39,233
39,256
39,259
39,277
39,319
39,407
39,454
40,229
40,458
41,243
41,324
42,53
42,146
42,421
42,490
43,57
43,187
43,197
43,200
43,235
43,402
43,446
44,99
44,128
44,249
44,324
44,329
44,346
44,358
45,108
45,123
45,159
45,450
45,476
46,210
46,236
46,288
46,431
47,64
47,153
47,163
48,114
48,130
48,199
48,209
48,413
49,120
49,214
49,223
49,239
50,91
50,147
50,157
50,241
50,277
50,322
50,422
51,96
51,161
51,247
51,300
52,121
52,169
52,477
53,70
53,159
53,236
53,286
53,339
53,366
53,421
54,109
54,116
54,145
54,411
54,479
54,492
55,368
55,405
56,190
56,219
56,239
56,454
56,459
57,90
57,94
57,154
57,182
57,322
57,324
57,356
57,463
58,164
58,243
58,443
58,490
59,133
59,171
